the_geom,other_names_1,cartodb_georef_status,iu_archives_number,latitude,longitude,purl,image_url,archive_date,description_from_notebook,description_from_slide_mount,image_note,slide_condition,city_and_state,geocoordinates,personal_names_1,corporate_names_1,cartodb_id,genre_1,genre_2,topical_subject_headings_1,topical_subject_headings_2,topical_subject_headings_3,topical_subject_headings_4,topical_subject_headings_5,topical_subject_headings_6,topical_subject_headings_7,topical_subject_headings_8,topical_subject_headings_9,topical_subject_headings_10,topical_subject_headings_11,topical_subject_headings_12,other_1,date
0101000020E6100000605B3FFDE7AD5AC07D5468C5DCCE4340,,FALSE,6846,39.6161124,-106.7172845,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06846,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06846.jpg,"Oct. 13, 1953",Yellow trees & red Mountain from US 6 east of Eagle[P],Colorado-yellow trees and red mountain east of Eagle,,,"Eagle, Colorado","39.6161124, -106.7172845",,,1778,Landscape photographs,,Autumn,Trees,Mountains,Erosion,Shrubs,Grasses,,,,,,,,1953-10-13 00:00:00+00
0101000020E6100000C3482F6AF7E755C0626E522C12F04440,,FALSE,3790,41.8755546,-87.624476,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03790,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03790.jpg,"Aug. 8, 1947",Achillea  jackson Pk. Garden,Achillea Jackson Pk. Garden,,,"Chicago, Illinois","41.8755546, -87.6244760",,,971,Identification photographs,,Flowers,Shrubs,Gardens,,,,,,,,,,"Jackson Park (Chicago, Ill.)",1947-08-08 00:00:00+00
0101000020E61000007C22F4D83B0756C04FE0E70995EE4440,,FALSE,4713,41.8639233,-88.1130278,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04713,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04713.jpg,16933,Giant American Elm near Big Maple.Arb W. | Giant Am. Elm (error),Giant American ElmArb. W.,,,"Wheaton, Illinois","41.8639233, -88.1130278",,Morton Arboretum,5191,Identification photographs,,Clouds,Elms,Maples,Botanical gardens,Roads,Shadows,Pines,,,,,,,1950-05-12 00:00:00+00
0101000020E6100000117349D5F6E755C0626E522C12F04440,,FALSE,2645,41.8755546,-87.6244405,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02645,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02645.jpg,"Jul. 1, 1942",Catalpa in bloom - Burnham Pk.,Catalpa in bloomBurnham Pk. At 54 St.Chicago,,,"Chicago, Illinois","41.8755546, -87.6244405",,,616,Identification photographs,,Clouds,Trees,Flowers,,,,,,,,,,"Burnham Park (Chicago, Ill.)",1942-07-01 00:00:00+00
0101000020E61000004613DED4F6E755C0626E522C12F04440,,FALSE,2644,41.8755546,-87.6244404,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02644,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02644.jpg,"Jul. 1, 1942",Catalpa in bloom - Burnham Pk.,Catalpa Burnham Pk.,,masked.,"Chicago, Illinois","41.8755546, -87.6244404",,,615,Identification photographs,,Clouds,Trees,Flowers,Parks,,,,,,,,,"Burnham Park (Chicago, Ill.)",1942-07-01 00:00:00+00
0101000020E61000007CB372D4F6E755C0626E522C12F04440,,FALSE,2643,41.8755546,-87.6244403,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02643,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02643.jpg,"Jul. 1, 1942",,C,"Image P2644 has the same Cushman numberof 442.4. This image (P2643) is of a girl in a bathing suit, laying on a blanket; this does notmatch Cuhman's notebook description for 442.4 and does not seem to match any other notebook description for this roll.",,"Chicago, Illinois","41.8755546, -87.6244403",,,614,Portraits,,Trees,Women,Bathing suits,,,,,,,,,,,1942-07-01 00:00:00+00
0101000020E610000012499979172753C01DD83BED3AA54340,,FALSE,2042,39.2908608,-76.6108078,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02042,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02042.jpg,"Sep. 6, 1940",A 2-wheel cart arrives at city dump.,cartarrives at Baltimore's city dump.,,,"Baltimore, Maryland","39.2908608, -76.6108078",,,114,Cityscape photographs,,Clouds,Carts & wagons,Laborers,Horses,Factories,Smokestacks,Refuse,,,,,,"Roads, Brick",1940-09-06 00:00:00+00
0101000020E61000009FA814AC7A995DC0D261742FE6AE4240,,FALSE,7381,37.3663997,-118.3981123,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07381,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07381.jpg,"Sep. 17, 1954",SSW across Sabrina Lake to high mtn.,"View SSW across Sabrina lake in high Sierra, S.W. of Bishop, Inyo county.California.",,,"Bishop, California","37.3663997, -118.398112316298",,,248,Landscape photographs,,Mountains,Trees,Shrubs,People,Boats,Lakes & ponds,Rocks,Rowboats,Bodies of water,Islands,,,"Sabrina, Lake (Calif.)",1954-09-17 00:00:00+00
0101000020E6100000C08B0810CFE555C05831A6AA1AEB4240,,FALSE,3904,37.8367513,-87.5907631,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03904,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03904.jpg,"Apr. 26, 1948","Ohio's flood waters surround a shabby house along US 41 between Evansville and Henderson, Ky.","Ohio in flood along US 41 between Evansville and Henderson, Ky.",,,"Henderson, Kentucky","37.8367513, -87.5907631",,,2036,Views,,Trees,,Floods,Bodies of water,Carts & wagons,Houses,Reflections,Roads,Grasses,,,,,1948-04-26 00:00:00+00
0101000020E6100000082868EE7C8456C000EA61C32EF33D40,,FALSE,5260,29.9499323,-90.0701252,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05260,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05260.jpg,"Dec. 13, 1951",Courtyard at 705 Barracks St.,In little courtyard at 705 Barracks St.New Orleans,,,"New Orleans, Louisiana","29.9499323, -90.0701252",,,2873,Snapshots,,Doors & doorways,Light fixtures,Courtyards,Flowerpots,Shrubs,Shadows,Building deterioration,Screens,Leaves,Lanterns,,,,1951-12-13 00:00:00+00
0101000020E6100000D4D51D8BEDAB5EC07E7A223E66F44240,Algae,FALSE,6754,37.9093702,-122.6863735,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06754,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06754.jpg,"Jul. 8, 1953",Bolinas lagoon.,Bolinas lagoon - early afternoon.California.,,,"Bolinas, California","37.9093702, -122.6863735",,,272,Landscape photographs,,Wetlands,Fences,Hills,Bodies of water,Trees,Grasses,,,,,,,Wood poles,1953-07-08 00:00:00+00
0101000020E6100000A708707A172753C01DD83BED3AA54340,,FALSE,2148,39.2908608,-76.610808,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02148,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02148.jpg,"Dec. 1, 1940",40 - P - 5 = Baltimore harbor.,40 - P - 5 = Baltimore,,black & white .,"Baltimore, Maryland","39.2908608, -76.6108080",,,116,Cityscape photographs,,Harbors,Buildings,Ships,Waterfronts,Street lights,Piers & wharves,Streets,Sidewalks,,,,,"Inner Harbor (Baltimore, Md.)",1940-12-01 00:00:00+00
0101000020E6100000C364248F644F5AC0F7D3DA8F6F374340,,FALSE,6312,38.4330921,-105.2405126,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06312,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06312.jpg,"Oct. 28, 1952",View south from Skyline Drive,"View south along right side of comb carrying Skyline Drive above Canon City, Colorado",,,"Canon City, Colorado","38.4330921, -105.240512643376",,,342,Landscape photographs,,Mountains,Rocks,Boulders,Shrubs,Trees,Valleys,Roads,Hills,,,,,,1952-10-28 00:00:00+00
0101000020E61000002946F185A4635BC0B25DEB9CB0543F40,,FALSE,5603,31.3308199,-109.5569167,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05603,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05603.jpg,"Jan. 22, 1952",Street scene in Agua Prieta Calle 4,"Calle 4 Agua Prieta, Sonora",,,"Agua Prieta, Sonora","31.3308199, -109.5569167",,,7,Architectural photographs,,Trees,Doors & doorways,Windows,Buildings,Electric lines,Sidewalks,Streets,Cities & towns,Signs (Notices),,,,,1952-01-22 00:00:00+00
0101000020E6100000F6C734C13C935DC0348463963D954240,,FALSE,7397,37.165942,-118.3005832,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07397,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07397.jpg,"Sep. 18, 1954",High ridge SSW from Glacier Lodge.[Middle Palisades],View of Middle Palisade in high Sierra Nevada from Glacier Lodge west of Big Pine.Inyo county - California.,,,"Big Pine, California","37.165942, -118.300583173317",,,191,Landscape photographs,,Mountains,Trees,Shrubs,Rocks,,,,,,,,,Middle Palisade Glacier (Calif.),1954-09-18 00:00:00+00
0101000020E6100000F6C734C13C935DC0348463963D954240,,FALSE,7396,37.165942,-118.3005832,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07396,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07396.jpg,"Sep. 18, 1954",High Sierra west of Big Pine - from Glacier Lodge road.,"Looking toward Middle Palisade in the high Sierra - from road to Glacier Lodge from Big Pine, Inyo county.California.",,film scratched.,"Big Pine, California","37.165942, -118.300583173317",,,190,Landscape photographs,,Mountains,Trees,Shrubs,Flowers,,,,,,,,,Middle Palisade Glacier (Calif.),1954-09-18 00:00:00+00
0101000020E610000036D7C697BB785BC0723447567E6B3F40,,FALSE,5525,31.4198965,-109.8864498,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05525,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05525.jpg,"Jan. 4, 1952",Bisbee houses on mountainside.,A few of Bisbee's houses on its mountainside.,,,"Bisbee, Arizona","31.4198965, -109.886449760609",,,241,Cityscape photographs,Views,Buildings,Houses,Mountains,People,Streets,Utility poles,Electric lines,Water towers,Cities & towns,,,,,1952-01-04 00:00:00+00
0101000020E6100000AC0ECA45C69A5EC03333333333E34240,,FALSE,6608,37.775,-122.4183516,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06608,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06608.jpg,"Apr. 2, 1953",Red Rhodo,RhododendronStrybing Arboretum,,,"San Francisco, California","37.775, -122.4183516",,Strybing Arboretum and Botanical Gardens,3539,Identification photographs,,Rhododendrons,Flowers,Shrubs,Leaves,,,,,,,,,,1953-04-02 00:00:00+00
0101000020E6100000B2DC2D243B0756C04FE0E70995EE4440,Prunus davidiana,FALSE,3634,41.8639233,-88.1129847,http://purl.dlib.indiana.edu/iudl/archives/cushman/P03634,http://webapp1.dlib.indiana.edu/collections/cushman/full/P03634.jpg,"Apr. 26, 1947",Top of prunus Davidiana in bloom.Arb. E.,Chinese Wild Peach.- Arb. E.Prunus Davidiana,,,"Wheaton, Illinois","41.8639233, -88.1129847",,Morton Arboretum,4760,Identification photographs,,Tree limbs,Flowers,Botanical gardens,,,,,,,,,,Prunus,1947-04-26 00:00:00+00
0101000020E61000008BC2031D2E635AC01C96067E542F4440,,FALSE,6366,40.369766,-105.5496895,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06366,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06366.jpg,"Nov. 1, 1952",Mummy Mtns reflected in Sheep Lake (east side of Pk),Mummy Mtns reflected in Sheep Lake.  Rocky Mtn Nat'l Park.,,"Image was originally mounted in a glass enclosure. Before digitization, the imagewas removed and placed in a Wess Plastic, Inc. brand, 2"" x 2"", plastic mount. The description from the slide mount was then transferred to the new mount by the staff of the University Archives. The transferred information was checked against the data on the original slide mount for accuracy. The original mounts have been kept with the Cushman collection.","Estes Park, Colorado","40.369766, -105.549689534828",,,1825,Landscape photographs,,Lakes & ponds,Meadows,Reflections,Mountains,Trees,Hills,National parks & reserves,,,,,,Mummy Range (Colo.),1952-11-01 00:00:00+00
0101000020E61000001FF7ADD6891F53C0EF062C14447D4340,,FALSE,2076,38.9786401,-76.492788,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02076,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02076.jpg,"Sep. 16, 1940 - Sep. 23, 1940","Row of old brick houses, half block from State Capitol, Annapolis",Annapolis,,,"Annapolis, Maryland","38.9786401, -76.492788",,,42,,,Dwellings,Railings,Doors & doorways,Windows,Women,Sidewalks,Shutters,Grilles,Row houses,,,,Brick houses,1940-09-16 00:00:00+00
0101000020E6100000A06EA0C03B0756C04FE0E70995EE4440,River birch,FALSE,4617,41.8639233,-88.113022,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04617,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04617.jpg,"Nov. 1, 1949",Bark of River Birch. | River Birch,River Birch,,masked.,"Wheaton, Illinois","41.8639233, -88.1130220",,Morton Arboretum,5133,Identification photographs,,Bark,Birches,Tree limbs,,,,,,,,,,Betula nigra,1949-11-01 00:00:00+00
0101000020E6100000E04735ECF7E755C0626E522C12F04440,,FALSE,4477,41.8755546,-87.624507,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04477,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04477.jpg,"Jul. 22, 1949",Condor dances in cage at Lincoln Park. | Condor dancing at Lincoln Pk Zoo,Condor dancingLincoln Park Zoo,,,"Chicago, Illinois","41.8755546, -87.6245070",,Lincoln Park Zoo,1281,Identification photographs,,Birds,Birdcages,Zoo animals,Zoos,,,,,,,,,Condors,1949-07-22 00:00:00+00
0101000020E6100000D54826FAC0195EC03CBD529621044340,,FALSE,5959,38.032275,-120.4024034,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05959,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05959.jpg,"Apr. 4, 1952",The Old church seen across the sluiced rocks of '49.,"Almost sunset.Rocks left from the days of placer mining.Columbia, California.",,,"Columbia, California","38.032275, -120.4024033903",,,1620,Views,Landscape photographs,Churches,Towers,Trees,Rocks,Shrubs,Boulders,Mining,Hydraulic mining,Sunrises & sunsets,Sluices,,,,1952-04-04 00:00:00+00
0101000020E610000034BC5983F7E755C0626E522C12F04440,,FALSE,4049,41.8755546,-87.624482,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04049,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04049.jpg,"Aug. 5, 1948",1832 train of B & O with double - deck carriages.,Chgo. R.R. fair 1832 train of B & O.,,,"Chicago, Illinois","41.8755546, -87.6244820",,Baltimore and Ohio Railroad Company,1031,Snapshots,,Carriages & coaches,Railroads,Railroad cars,,,,,,,,,,,1948-08-05 00:00:00+00
0101000020E61000009FFC8282F7E755C0626E522C12F04440,Jupiter,FALSE,4047,41.8755546,-87.6244818,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04047,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04047.jpg,"Aug. 5, 1948",St. P & P Wm Crooks and Cen. Pac. Jupiter,Wm. Crooks of St. P & P ( Grt. Nor.)and Jupiter of C.RRR. Chgo. R.R. fair,,,"Chicago, Illinois","41.8755546, -87.6244818",,Central Pacific Railroad Company,1029,Snapshots,,Railroad locomotives,Railroads,,,,,,,,,,,"Michigan, Lake",1948-08-05 00:00:00+00
0101000020E610000087E8C6AAF7E755C0626E522C12F04440,,FALSE,4177,41.8755546,-87.6244914,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04177,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04177.jpg,"Feb. 11, 1949",Firemen and equipment in final stage of fire that gutted factory bldg. At 9246 Harbor - South Chicago - Feb.11 = 2 - 3 pm | Final stage of fire at Kogen plant at 9246 Harbor St. bet 2 & 3 pm,Fire at 9246 Harbor,,,"Chicago, Illinois","41.8755546, -87.6244914",,,1125,Snapshots,,Fire engines & equipment,Ladders,Fire fighters,Fires,Factories,,,,,,,,,1949-02-11 00:00:00+00
0101000020E610000040225CB7F7E755C0626E522C12F04440,,FALSE,4207,41.8755546,-87.6244944,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04207,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04207.jpg,"Feb. 18, 1949",Line of red brick dwellings on Throop St. from Adams St. south | So Throop at Adams,Row - front brick houses So. Throop at AdamsChicago,,masked.,"Chicago, Illinois","41.8755546, -87.6244944",,,1155,Cityscape photographs,,Signs (Notices),Sidewalks,Buildings,Shadows,Automobiles,Electric lines,Dwellings,Row houses,,,,,Brick houses,1949-02-18 00:00:00+00
0101000020E6100000F28414F2F7E755C0626E522C12F04440,,FALSE,4491,41.8755546,-87.6245084,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04491,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04491.jpg,"Jul. 31, 1949","Little Emily, the midget elephant",Elephants & Little EmilyRingling Circus,,,"Chicago, Illinois","41.8755546, -87.6245084",,Ringling Brothers Barnum and Bailey Combined Shows,1295,Identification photographs,,Circus animals,Elephants,Circus performers,Circuses & shows,Parades & processions,Costumes,,,,,,,,1949-07-31 00:00:00+00
0101000020E6100000751E15FFF7E755C0626E522C12F04440,,FALSE,4522,41.8755546,-87.6245115,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04522,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04522.jpg,"Aug. 4, 1949","Flying Trapeze star, Antoinette Concello | Circus",Antoinette ConcelloRingling CircusChicago,,"Image was originally mounted in a glass enclosure. Before digitization, the imagewas removed and placed in a Wess Plastic, Inc. brand, 2"" x 2"", plastic mount. The description from the slide mount was then transferred to the new mount by the staff of the University Archives. The transferred information was checked against the data on the original slide mount for accuracy. The original mounts have been kept with the Cushman collection.","Chicago, Illinois","41.8755546, -87.6245115","Concello, Antoinette",Ringling Brothers Barnum and Bailey Combined Shows,1326,Identification photographs,,Circuses & shows,Circus performers,Costumes,Show tents,,,,,,,,,,1949-08-04 00:00:00+00
0101000020E6100000674E4D38AA8C56C0B693D27D4A504340,,FALSE,4375,38.6272733,-90.1978894,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04375,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04375.jpg,16567,Center of Merchants Exchange - 111 Third st. | Merchants Exch. 111 Third,Merchants Exch.11 Third St.St. Louis,,,"Saint Louis, Missouri","38.6272733, -90.1978894",,Merchants' Exchange of St. Louis,3222,Architectural photographs,,Merchants' exchanges,Columns,Windows,Signs (Notices),Doors & doorways,People,Lampposts,Shadows,,,,,,1949-05-11 00:00:00+00
0101000020E6100000B724AC32F8E755C0626E522C12F04440,,FALSE,4970,41.8755546,-87.6245238,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04970,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04970.jpg,17299,Pillared bldg. at 3240 + companions. | House at 3240 Rhodes - 2 chil. - Entrance,Rhodes Ave. houses- 3242- 40-38,,,"Chicago, Illinois","41.8755546, -87.6245238",,,1449,Architectural photographs,,Dwellings,Columns,Porticoes (Porches),Balconies,Architectural decorations & ornaments,,Arches,,,,,,,1951-05-13 00:00:00+00
0101000020E61000001070AD9BF7E755C0626E522C12F04440,,FALSE,4110,41.8755546,-87.6244878,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04110,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04110.jpg,"Sep. 17, 1948",Early Kansas scene - peddler's wagon in background. | Chg R R Fair,,,,"Chicago, Illinois","41.8755546, -87.6244878",,Chicago Railroad Fair (1948),1089,Snapshots,,,Carts & wagons,Costumes,Horses,Actors,Pageants,,,,,,,,1948-09-17 00:00:00+00
0101000020E61000001B271E40889B5AC0E52A16BF29CB4340,,FALSE,6396,39.5872115,-106.4301911,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06396,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06396.jpg,"Nov. 2, 1952",Canyon of Eagle river near Minturn (US 6).,"Canyon of Eagle river seen from US Hwy 6 near Minturn, Colo. after snow squall.",,,"Minturn, Colorado","39.5872115, -106.430191068121",,,2515,Landscape photographs,,Clouds,Trees,Roads,Snow,Canyons,Mountains,Rivers,Bridges,Houses,Outbuildings,,,Eagle River (Colo.),1952-11-02 00:00:00+00
0101000020E6100000227CDE43F8E755C0626E522C12F04440,,FALSE,5289,41.8755546,-87.6245279,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05289,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05289.jpg,"Mar. 13, 1949","Vic Shaw's granite mansion at 2906 Prairie Ave.  ( now a ""transient hotel"" ) | Entrance of 2906 Prairie",Vic Shaw's 2906 Prairie Av.,,,"Chicago, Illinois","41.8755546, -87.6245279",,,1490,Architectural photographs,,Dwellings,Gates,Doors & doorways,Signs (Notices),Shadows,Hotels,,,,,,,,1949-03-13 00:00:00+00
0101000020E610000096E24FF97C8456C000EA61C32EF33D40,,FALSE,5297,29.9499323,-90.0701278,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05297,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05297.jpg,"Dec. 15, 1951",Courtyard back of  Grima house.,High balconies of grima house along side ofcourt yard. New Orleans.,,,"New Orleans, Louisiana","29.9499323, -90.0701278",,"Hermann-Grima House (New Orleans, La.)",2899,Snapshots,,Shadows,Balconies,Courtyards,Gardens,Shrubs,Trees,Houses,Trails & paths,Benches,Tree limbs,,,,1951-12-15 00:00:00+00
0101000020E61000003C0103F772C75EC0BFC062C3897C4340,,FALSE,7519,38.9729542,-123.1163919,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07519,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07519.jpg,"Nov. 4, 1954",East toward Konocti.,View east from Hopland-Lakeport road.Mt. Konocti in distance.,,Anscochrome film.,"Hopland, California","38.9729542, -123.1163919",,,2107,Landscape photographs,,Mountains,Hills,Trees,Shrubs,Flowers,,,,,,,,"Konocti, Mount (Calif.)",1954-11-04 00:00:00+00
0101000020E6100000B95510035D6E53C01B9C887E6D994340,,FALSE,2055,39.198654,-77.724427,http://purl.dlib.indiana.edu/iudl/archives/cushman/P02055,http://webapp1.dlib.indiana.edu/collections/cushman/full/P02055.jpg,"Sep. 16, 1940 - Sep. 23, 1940","Negro tots and flower garden, Hillsboro, Va. (close-up)","Hillsboro, Virginia",,"Image was originally mounted in a glass enclosure. Before digitization, the imagewas removed and placed in a Wess Plastic, Inc. brand, 2"" x 2"", plastic mount. The description from the slide mount was then transferred to the new mount by the staff of the University Archives. The transferred information was checked against the data on the original slide mount for accuracy. The original mounts have been kept with the Cushman collection.","Hillsboro, Virginia","39.198654, -77.7244270",,,2057,Portraits,,Children & adults,Croplands,Gardens,Corn,Flowers,African Americans,,,,,,,,1940-09-16 00:00:00+00
0101000020E61000001BDB48D603855DC0F3E7DB82A54A4240,,FALSE,7400,36.583176,-118.0783592,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07400,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07400.jpg,"Sep. 18, 1954",Again - with yellow.,High Sierra near Middle Palisade above Glacier Lodge west of Lone Pine.,Pyramidal peak,,"Lone Pine, California","36.583176, -118.078359194897",,,2337,Landscape photographs,,Mountains,Trees,Shrubs,Flowers,Rocks,Grasses,,,,,,,Sierra Nevada (Calif. and Nev.),1954-09-18 00:00:00+00
0101000020E6100000B7CF2A33250854C03D8D6AC7C3C93940,,FALSE,1537,25.7881436,-80.1272705,http://purl.dlib.indiana.edu/iudl/archives/cushman/P01537,http://webapp1.dlib.indiana.edu/collections/cushman/full/P01537.jpg,Feb. 1939,J-0= Palms in Bay Front Park,J-0= Palms in Bay Front Park,,magenta cast [fading of yellow dye].,"Miami, Florida","25.7881436, -80.1272705",,,2480,Identification photographs,,Clouds,Palms,Shrubs,Walkways,Shadows,,,,,,,,"Bayfront Park (Miami, Fla.)",1939-02-01 00:00:00+00
0101000020E61000000052407FC69A5EC03333333333E34240,Lilly-pilly trees,FALSE,7545,37.775,-122.4183653,http://purl.dlib.indiana.edu/iudl/archives/cushman/P07545,http://webapp1.dlib.indiana.edu/collections/cushman/full/P07545.jpg,"Feb. 17, 1955",Lilly-pilly tree,Lilly-pilly TreeStrybing Arboretum,,,"San Francisco, California","37.775, -122.4183653",,Strybing Arboretum and Botanical Gardens,3676,Identification photographs,,Trees,Flowers,Leaves,,,,,,,,,,,1955-02-17 00:00:00+00
0101000020E6100000E8853B17C69A5EC03333333333E34240,,FALSE,5882,37.775,-122.4183405,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05882,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05882.jpg,"Mar. 20, 1952",From Height due west at end of Sutter St.  2 views = East + NE.(about 3500 West on Lupine at Laurel),San Francisco from height at Lupine + Laurel above intersection of Bush St. and Presidio Ave.,,,"San Francisco, California","37.775, -122.4183405",,"Harris Roofing Company (San Francisco, Calif.)",3428,Cityscape photographs,,,Streets,Street lights,Automobiles,Buses,Billboards,Buildings,,,,,,,1952-03-19 00:00:00+00
0101000020E6100000EC3F21F1E18B56C07D96E7C1DDF14240,,FALSE,4405,37.88958,-90.1856654,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04405,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04405.jpg,16569,Old frame dwelling (1 1/2 stories) on outer St. Mary's road - built with one end facing road. |Old frame = St. Mary's Rd.,Ste. Genevieve,,,"Sainte Genevieve, Missouri","37.88958, -90.1856654",,,3266,Architectural photographs,,Shrubs,Dwellings,Windows,Electric lines,,,,,,,,,,1949-05-13 00:00:00+00
0101000020E6100000313B3025372A5EC05E2EE23B31A44140,,FALSE,5794,35.2827525,-120.6596158,http://purl.dlib.indiana.edu/iudl/archives/cushman/P05794,http://webapp1.dlib.indiana.edu/collections/cushman/full/P05794.jpg,"Mar. 2, 1952",Old Sinsheimer house-San Luis Obispo,"Lan Luis Obispo, Calif. The old Sinsheimer house",,,"San Luis Obispo, California","35.2827525, -120.6596158",,"Old Sinsheimer house (San Luis Obispo, Calif.)",3878,Architectural photographs,,Houses,Shrubs,Trees,Fences,Windows,Dormers,Chimneys,Roofs,Sidewalks,Streets,Cities & towns,,,1952-03-02 00:00:00+00
0101000020E610000099E08A7AF7E755C0626E522C12F04440,,FALSE,4027,41.8755546,-87.6244799,http://purl.dlib.indiana.edu/iudl/archives/cushman/P04027,http://webapp1.dlib.indiana.edu/collections/cushman/full/P04027.jpg,"Jul. 26, 1948",Cumberland Valley RR's pioneer combinationcar built in 1855,Pioneer combination car of the Cumberland Valley RR built 1855,,,"Chicago, Illinois","41.8755546, -87.6244799",,Cumberland Valley Railroad Company,1010,Snapshots,,Railroad cars,Railroads,,,,,,,,,,,,1948-07-26 00:00:00+00
0101000020E6100000FAF02C41C69A5EC03333333333E34240,,FALSE,6597,37.775,-122.4183505,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06597,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06597.jpg,"Mar. 23, 1953",Torii & Pagoda,Japanese Tea Garden,,,"San Francisco, California","37.775, -122.4183505",,,3528,Architectural photographs,,Torii,Pagodas,Cherry trees,Trees,Shrubs,Flowers,Sculpture,Japanese gardens,Fruit trees,Stairways,,,Japanese tea gardens,1953-03-23 00:00:00+00
0101000020E61000000612143FC69A5EC03333333333E34240,,FALSE,6592,37.775,-122.41835,http://purl.dlib.indiana.edu/iudl/archives/cushman/P06592,http://webapp1.dlib.indiana.edu/collections/cushman/full/P06592.jpg,"Mar. 23, 1953",A droopy drupe On a tiny mound,Japanese Tea GardenGolden Gate Park,,,"San Francisco, California","37.775, -122.4183500",,,3523,Identification photographs,,Mounds (Landforms),Shrubs,Flowers,Japanese gardens,,Fruit trees,Trees,,,,,,Japanese tea gardens,1953-03-23 00:00:00+00
